scene,sarcasm,implicit_emotion,explicit_emotion,sentence,v_audio,a_audio,v_text,a_text,div_euclidean,div_v_signed,div_a_signed,div_v_abs,div_a_abs
1_182,1,Disgust,Happiness,No. The dark crescent-shaped patterns under your arms conceal it nicely.,0.667579174041748,0.7560434341430664,0.45167204625841784,0.4052215617135095,0.4119367354371634,0.2159071277833302,0.3508218724295569,0.2159071277833302,0.3508218724295569
1_1973,1,Frustration,Happiness,I hope I'm a waitress at the Cheesecake Factory for my whole life.,0.9561272859573364,0.7990792989730835,0.7519977545373516,0.5580695300943005,0.315839475513665,0.2041295314199848,0.241009768878783,0.2041295314199848,0.241009768878783
1_2198,1,Anger,Neutral,"Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.",0.6745363473892212,0.771838903427124,0.4430083869059839,0.469668257071165,0.38067347688630154,0.23152796048323732,0.302170646355959,0.23152796048323732,0.302170646355959
1_2216,0,Surprise,Surprise,"Excuse me, but what about me? Why don't I get a shot?",0.25082147121429443,0.9046850204467773,0.5277258734076737,0.49713645749502183,0.4927188641792739,-0.2769044021933793,0.4075485629517555,0.2769044021933793,0.4075485629517555
1_2354,1,Frustration,Neutral,"So? Do cocaine smugglers write ""cocaine"" on the box?",0.7545287609100342,0.7053087949752808,0.5146201573208506,0.4948232562389395,0.3191556048281775,0.23990860358918353,0.21048553873634124,0.23990860358918353,0.21048553873634124
1_2464,1,Frustration,Happiness,"You think ""coffee,"" means coffee. That is so sweet.",0.7278206944465637,0.5700540542602539,0.7991377777708972,0.5364869535166782,0.07882180298762069,-0.07131708332433351,0.03356710074357572,0.07131708332433351,0.03356710074357572
1_2575,0,Surprise,Surprise,"You don't really believe in that superstition, do you?",0.2559345066547394,0.640764594078064,0.4506003908978544,0.5024295917256693,0.23881243553046166,-0.19466588424311504,0.1383350023523947,0.19466588424311504,0.1383350023523947
1_2614,1,Frustration,Neutral,Hardly a day goes by when I don't think about it.,0.612647294998169,0.6602863073348999,0.46680463133719946,0.3926787747494695,0.3047685581555106,0.14584266366096948,0.2676075325854304,0.14584266366096948,0.2676075325854304
1_2616,1,Frustration,Excitement,"Sure, maybe a tableau of me trying to pummel you to death.",0.5717558860778809,0.7961018681526184,0.498405777542581,0.4049107679559035,0.39800843621116444,0.07335010853529988,0.39119110019671494,0.07335010853529988,0.39119110019671494
1_2669,0,Surprise,Surprise,What did you mean when you said you were going to miss me?,0.2927587926387787,0.5180839896202087,0.4493462822373428,0.4686180821583755,0.16421485285991358,-0.1565874895985641,0.049465907461833214,0.1565874895985641,0.049465907461833214
1_2778,1,Disgust,Neutral,"Ooh, big talk from a man who was once treed by a chicken.",0.7930974960327148,0.7718683481216431,0.553121487475072,0.4464800917872564,0.40430929007826477,0.2399760085576429,0.32538825633438667,0.2399760085576429,0.32538825633438667
1_2792,0,Neutral,Neutral,"No, I mean, we can always go back to being friends.",0.6319258213043213,0.6714005470275879,0.6522900244114918,0.4267901764496231,0.24545658304979184,-0.020364203107170464,0.2446103705779648,0.020364203107170464,0.2446103705779648
1_2797,1,Anger,Neutral,It's an iCal download. She can put it right in her phone.,0.6320052742958069,0.7564870119094849,0.5107898124773155,0.3623584123853175,0.41234759747905847,0.12121546181849141,0.39412859952416734,0.12121546181849141,0.39412859952416734
1_2830,0,Sadness,Sadness,"No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now.",0.8272988200187683,0.8240659236907959,0.34007895772933483,0.4430865968683276,0.6184888371469898,0.4872198622894335,0.3809793268224683,0.4872198622894335,0.3809793268224683
1_3069,0,Frustration,Frustration,Seems like an awful lot of trouble to go through for intercourse.,0.5326194763183594,0.5952476263046265,0.3632505471009682,0.476872321284604,0.20663626744313066,0.16936892921739116,0.11837530502002247,0.16936892921739116,0.11837530502002247
1_3177,0,Happiness,Happiness,"Not a great movie, but look at that beautiful desert.",0.7775399684906006,0.740848183631897,0.7401715215287554,0.5387094694776285,0.20556376282866898,0.03736844696184516,0.20213871415426843,0.03736844696184516,0.20213871415426843
1_3256,1,Disgust,Happiness,"I'm sorry, fiddling with yourself in the bathtub is a real class act.",0.6285947561264038,0.6385089755058289,0.26017862709004874,0.4345292910534701,0.42111537113173164,0.36841612903635507,0.20397968445235876,0.36841612903635507,0.20397968445235876
1_3348,0,Happiness,Happiness,"Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.",0.7360953092575073,0.6737176179885864,0.5398774315119994,0.3773705245651743,0.3554195483192443,0.19621787774550792,0.29634709342341214,0.19621787774550792,0.29634709342341214
1_3371,0,Disgust,Disgust,"I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.",0.47390565276145935,0.48335909843444824,0.36939378306409193,0.43436407396688287,0.11542635457388765,0.10451186969736742,0.04899502446756537,0.10451186969736742,0.04899502446756537
1_3419,1,Disgust,Neutral,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.",0.5149868726730347,0.6107064485549927,0.3741802059668159,0.46431712126219704,0.20311659837185492,0.14080666670621877,0.14638932729279563,0.14080666670621877,0.14638932729279563
1_3649,0,Neutral,Neutral,"Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.",0.8263397216796875,0.7740086317062378,0.32652831089181994,0.4848112499457256,0.5774483283990819,0.49981141078786756,0.2891973817605122,0.49981141078786756,0.2891973817605122
1_3766,1,Frustration,Neutral,Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?,0.6132910251617432,0.6535606384277344,0.5591201032568146,0.5044408305507442,0.15865435979291692,0.05417092190492856,0.1491198078769902,0.05417092190492856,0.1491198078769902
1_3842,0,Surprise,Surprise,"So what, you're just gonna walk up and down the stairs?",0.5157034993171692,0.7743324041366577,0.5098251850175273,0.47144640826356876,0.30294303272238865,0.005878314299641918,0.30288599587308895,0.005878314299641918,0.30288599587308895
1_4286,0,Disgust,Disgust,"All right, all right. He can buy his own desk.",0.20629547536373138,0.8651893138885498,0.661639973320211,0.4247140869473693,0.6335274558913156,-0.4553444979564796,0.4404752269411805,0.4553444979564796,0.4404752269411805
1_430,0,Excitement,Excitement,"I've got some feelers out. In the meantime, listen to this.",0.8631459474563599,0.785039484500885,0.5165179505422002,0.3650506892186576,0.5445562931482285,0.3466279969141597,0.41998879528222743,0.3466279969141597,0.41998879528222743
1_4352,0,Sadness,Sadness,He does it all the time. He's a cornucopia of social awkwardness.,0.7000172734260559,0.7117225527763367,0.3571278187060528,0.4878398826224529,0.4095077876590551,0.3428894547200031,0.22388267015388374,0.3428894547200031,0.22388267015388374
1_4639,0,Happiness,Happiness,"Well, I'm just glad you finally found yourself a keeper.",0.7305346727371216,0.7368724942207336,0.8312813628806907,0.6500991837293073,0.13296429215592356,-0.10074669014356907,0.08677331049142634,0.10074669014356907,0.08677331049142634
1_4743,1,Disgust,Happiness,"Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?",0.9033198356628418,0.7959831953048706,0.5390059196454805,0.45652895779148234,0.49794960464860377,0.3643139160173613,0.33945423751338827,0.3643139160173613,0.33945423751338827
1_4789,1,Ridicule,Surprise,"I don't know. Somebody bigger and... Yeah, sure. Why not you?",0.6315462589263916,0.6951711177825928,0.5017180807086143,0.5089925440083264,0.22697536692770623,0.12982817821777726,0.1861785737742664,0.12982817821777726,0.1861785737742664
1_5134,1,Disgust,Happiness,"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.",0.9571899771690369,0.7356805801391602,0.6710475414449909,0.5327482850582008,0.35079767660136424,0.28614243572404596,0.20293229508095934,0.28614243572404596,0.20293229508095934
1_5169,0,Excitement,Excitement,I'm not saying that you're not fun. You're the most fun person I know.,0.5020734667778015,0.7930624485015869,0.7840639551211247,0.6321460578598931,0.32467325158265825,-0.2819904883433232,0.16091639064169383,0.2819904883433232,0.16091639064169383
1_5211,1,Disgust,Neutral,"Saying that while holding a snowflake is a bit heavy-handed, don't you think?",0.6089373826980591,0.7266188859939575,0.4828532688559655,0.486746695172827,0.2709905380131839,0.12608411384209356,0.23987219082113054,0.12608411384209356,0.23987219082113054
1_5617,1,Disgust,Happiness,Thanks for clearing that up,0.7636166214942932,0.7456430196762085,0.784972222635758,0.45455334375974227,0.29187199441753003,-0.02135560114146484,0.29108967591646623,0.02135560114146484,0.29108967591646623
1_5627,1,Disgust,Happiness,"Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you.",0.7716761231422424,0.6938484311103821,0.6959488615570352,0.46887213005860096,0.23737934657871154,0.07572726158520726,0.22497630105178112,0.07572726158520726,0.22497630105178112
1_5919,0,Frustration,Frustration,"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",0.5836527347564697,0.7423136234283447,0.30447259434875396,0.5287016371207436,0.35152756860927803,0.27918014040771577,0.21361198630760114,0.27918014040771577,0.21361198630760114
1_5953,0,Happiness,Happiness,Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.,0.7640295624732971,0.6198785901069641,0.819788067982838,0.6777005358190965,0.08032675981635438,-0.05575850550954087,-0.057821945712132394,0.05575850550954087,0.057821945712132394
1_5964,1,Disgust,Happiness,Smart. Whisper so the deaf chick can't hear you.,0.4815768301486969,0.7407859563827515,0.6458973529063806,0.4628598301194202,0.32286865109375296,-0.16432052275768372,0.27792612626333124,0.16432052275768372,0.27792612626333124
1_6032,1,Disgust,Excitement,"You see betrayal in others, but not yourself.",0.5714484453201294,0.551335871219635,0.41761940129037034,0.42044505565779783,0.2019796533949705,0.15382904402975905,0.13089081556183718,0.15382904402975905,0.13089081556183718
1_6092,0,Neutral,Neutral,"We don't say that, either. I'll make you a list. Oh, that would be mighty white of you.",0.6854859590530396,0.7976928949356079,0.5239227870928623,0.40687831344670405,0.42289324378403215,0.16156317196017722,0.39081458148890386,0.16156317196017722,0.39081458148890386
1_6113,0,Surprise,Surprise,"So, this spring, I get to go to the International Space Station. Oh, my word, a trip to the heavens.",0.7525829672813416,0.7024553418159485,0.7731293985384817,0.6931588765530797,0.022551720639190975,-0.020546431257140174,0.009296465262868758,0.020546431257140174,0.009296465262868758
1_6188,1,Disgust,Surprise,"Oh, my God, that's where I know you from.",0.7642320990562439,0.7632128000259399,0.590084327050051,0.6407664310336989,0.2128862601815932,0.1741477720061929,0.12244636899224104,0.1741477720061929,0.12244636899224104
1_6428,1,Ridicule,Neutral,Sure. You want to see what all the scientists are wearing this year.,0.8137400150299072,0.721448540687561,0.5499949589150589,0.41110670633667695,0.40727571591404277,0.26374505611484833,0.3103418343508841,0.26374505611484833,0.3103418343508841
1_6472,1,Disgust,Neutral,You'd think a winner could make a decent cup of cocoa.,0.8663815855979919,0.7571841478347778,0.5096071296218269,0.36986923780798775,0.5265936307686878,0.3567744559761651,0.3873149100267901,0.3567744559761651,0.3873149100267901
1_6534,0,Excitement,Excitement,"No, but maybe she wants a man with a pocket watch.",0.7285521030426025,0.7014721632003784,0.4317145487233281,0.4385825324394709,0.396514175806937,0.29683755431927444,0.26288963076090754,0.29683755431927444,0.26288963076090754
1_6645,0,Anger,Anger,"Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.",0.7560437321662903,0.7372117042541504,0.4998312256031907,0.3700927960886853,0.44768419812625676,0.2562125065630996,0.3671189081654651,0.2562125065630996,0.3671189081654651
1_672,0,Sadness,Sadness,Do you think Penny will come here and take care of us?,0.5272378921508789,0.6463816165924072,0.5768811579383136,0.48200219171338454,0.17171211128397482,-0.04964326578743472,0.16437942487902268,0.04964326578743472,0.16437942487902268
1_70,1,Disgust,Happiness,I don't think I'll be able to stop thinking about it.,0.45920923352241516,0.6241937875747681,0.5770545198809856,0.523336351515653,0.1551120044527564,-0.11784528635857039,0.10085743605911501,0.11784528635857039,0.10085743605911501
1_7357,1,Frustration,Neutral,I'm starting to get a sense of it.,0.859068751335144,0.8196718692779541,0.5513629723132459,0.4230922177016531,0.5019544466262387,0.3077057790218981,0.396579651576301,0.3077057790218981,0.396579651576301
1_7400,0,Excitement,Excitement,"Of course, it is... it's been in the news. And it's a very famous boson.",0.8888918161392212,0.7779171466827393,0.701285306235514,0.4674607371261067,0.36273872800273943,0.1876065099037072,0.31045640955663256,0.1876065099037072,0.31045640955663256
1_7494,0,Disgust,Disgust,that sounds a little funny to an American ear.,0.7465840578079224,0.6702123880386353,0.8360250608984452,0.6898763918912842,0.09157710456962433,-0.08944100309052283,-0.019664003852648992,0.08944100309052283,0.019664003852648992
1_7575,1,Anger,Excitement,"You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!",0.5195741653442383,0.8547412753105164,0.7547561348556764,0.5223977705567036,0.40713973514670193,-0.2351819695114381,0.3323435047538128,0.2351819695114381,0.3323435047538128
1_7894,0,Excitement,Excitement,I did. The guy at the liquor store said this stuff tastes great in coffee.,0.7155650854110718,0.8310402631759644,0.7664140735554765,0.5226920660407937,0.3125127681740698,-0.05084898814440475,0.3083481971351707,0.05084898814440475,0.3083481971351707
1_8078,0,Frustration,Frustration,"Trust me, you're not Jewish. That's how they get you.",0.5060869455337524,0.8135413527488708,0.4866157391563869,0.39413374973194676,0.41985933995350366,0.019471206377365546,0.4194076030169241,0.019471206377365546,0.4194076030169241
1_8417,0,Sadness,Sadness,"Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.",0.7783375978469849,0.7103843688964844,0.2799126994071443,0.6827743279381461,0.49918903608401344,0.49842489843984056,0.0276100409583383,0.49842489843984056,0.0276100409583383
1_8505,0,Anger,Anger,"A lane frequented by liars. Like you, you big liar!",0.4921721816062927,0.8361501097679138,0.21929152777506816,0.706452953506379,0.302134413097359,0.27288065383122456,0.12969715626153477,0.27288065383122456,0.12969715626153477
1_8746,1,Frustration,Sadness,"I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me "" Raiders of the Lost Ark "" for the first time.",0.7600754499435425,0.7623981237411499,0.8061944126211756,0.6771017125948281,0.0969661614838047,-0.04611896267763316,0.0852964111463218,0.04611896267763316,0.0852964111463218
1_9594,0,Sadness,Sadness,I can't believe we wasted all that time on our Hulk costumes.,0.5889840722084045,0.768967866897583,0.525835934461067,0.6749359253878228,0.11326823616995052,0.06314813774733752,0.09403194150976024,0.06314813774733752,0.09403194150976024
1_9971,1,Disgust,Happiness,I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,0.5029974579811096,0.5669950246810913,0.5184457117754179,0.4046660565156235,0.1630623882167768,-0.015448253794308253,0.16232896816546782,0.015448253794308253,0.16232896816546782
1_S09E01_027,1,Ridicule,Excitement,Whatever. Put us on the Internet. I've always wanted a wedding with a comment section.,0.6237337589263916,0.6209221482276917,0.6481144017343601,0.5830389289941809,0.045050572063226754,-0.024380642807968478,0.03788321923351079,0.024380642807968478,0.03788321923351079
1_S09E01_379,0,Happiness,Happiness,Oh. That's so sweet of you.,0.7168185710906982,0.464286208152771,0.797309434569791,0.5519955941099678,0.11904501454743266,-0.08049086347909273,-0.0877093859571968,0.08049086347909273,0.0877093859571968
1_S09E01_403,0,Frustration,Frustration,That's ridiculous.,0.15519030392169952,0.6172762513160706,0.45495319939834766,0.6457795672722852,0.30111498223277383,-0.29976289547664814,-0.028503315956214692,0.29976289547664814,0.028503315956214692
1_S09E02_064,0,Frustration,Frustration,Because we're broken up.,0.20987673103809357,0.7284000515937805,0.20798640037932528,0.34408897670757493,0.38431572389142526,0.0018903306587682855,0.3843110748862056,0.0018903306587682855,0.3843110748862056
1_S09E03_135,0,Surprise,Surprise,You guys still aren't living together?,0.48149463534355164,0.6966066360473633,0.5033916778731083,0.48230641979500183,0.215416023446145,-0.02189704252955671,0.21430021625236145,0.02189704252955671,0.21430021625236145
1_S09E03_170,0,Neutral,Neutral,"I've done it, like, a dozen times.",0.4671442210674286,0.7625077366828918,0.5912580903689828,0.41720332640603824,0.3669324029159171,-0.12411386930155421,0.3453044102768536,0.12411386930155421,0.3453044102768536
1_S09E03_233,0,Fear,Fear,How long do you think you can keep it from him?,0.5420920848846436,0.6428746581077576,0.5282950976415239,0.48602677284494733,0.15745353590314348,0.013796987243119618,0.15684788526281024,0.013796987243119618,0.15684788526281024
1_S09E04_088,0,Excitement,Excitement,"Well, it could be fun to try a little acoustic thing.",0.7785396575927734,0.5241549015045166,0.8452721696877721,0.6933024633730211,0.18183543619594258,-0.06673251209499864,-0.16914756186850455,0.06673251209499864,0.16914756186850455
1_S09E04_351,0,Neutral,Neutral,I still love it. I just think there's room for improvement.,0.849673867225647,0.7714639902114868,0.818099022872841,0.5431330419300139,0.23050378031394755,0.031574844352806,0.22833094828147293,0.031574844352806,0.22833094828147293
1_S09E05_291,0,Sadness,Neutral,I've been told it's a good way to move on.,0.6317232847213745,0.4811193346977234,0.7163994519004995,0.4590251076096442,0.0875111887633046,-0.08467616717912496,0.022094227088079177,0.08467616717912496,0.022094227088079177
1_S09E08_255,1,Frustration,Excitement,"No, pinch me!",0.7755012512207031,0.7967385649681091,0.4646139774246491,0.40101242035921797,0.503239583633243,0.310887273796054,0.39572614460889116,0.310887273796054,0.39572614460889116
1_S09E10_208,1,Frustration,Happiness,Nobody knows. That's why he's number one.,0.6112297773361206,0.6039965748786926,0.5607101727036375,0.38977470916865453,0.2200982467002225,0.05051960463248306,0.2142218657100381,0.05051960463248306,0.2142218657100381
1_S09E20_127,1,Frustration,Surprise,I'm surprised he let us conceive without him.,0.7144091129302979,0.6420526504516602,0.5607437500786296,0.7045996255191547,0.16590710602752562,0.1536653628516682,-0.06254697506749451,0.1536653628516682,0.06254697506749451
1_S09E20_179,1,Ridicule,Neutral,No. You'll wish it would kill you.,0.20814825594425201,0.7338980436325073,0.4248950129624,0.428850319906839,0.3742101955159637,-0.216746757018148,0.30504772372566835,0.216746757018148,0.30504772372566835
1_S09E20_354,1,Disgust,Neutral,"No, I do, and that's why I hid it.",0.3913591206073761,0.5567351579666138,0.5025794749033802,0.39504954278644,0.1962452683911638,-0.11122035429600408,0.16168561518017377,0.11122035429600408,0.16168561518017377
1_S09E21_024,1,Ridicule,Neutral,You mean like through their window from behind a bush?,0.5675281286239624,0.605880856513977,0.49723107824462687,0.46592743038646695,0.15661620853814354,0.07029705037933554,0.1399534261275101,0.07029705037933554,0.1399534261275101
1_S09E22_075,1,Ridicule,Neutral,Funny how that worked out.,0.6558511853218079,0.737426221370697,0.8351684683358004,0.6891761597481864,0.18569533228946916,-0.17931728301399252,0.048250061622510665,0.17931728301399252,0.048250061622510665
1_S09E23_102,1,Frustration,Surprise,Wow. (clears throat) Didn't even make it out of the parking lot.,0.45225170254707336,0.7488725185394287,0.5743391294274387,0.7061780673685368,0.1293373726463168,-0.12208742688036534,0.04269445117089188,0.12208742688036534,0.04269445117089188
1_S09E24_014,1,Ridicule,Surprise,Did she think you were choking or...,0.6799483895301819,0.7364351749420166,0.4937892356642372,0.44259769371529806,0.3478443559147491,0.18615915386594467,0.29383748122671854,0.18615915386594467,0.29383748122671854
1_S10E01_075,1,Ridicule,Neutral,It was nice of her to show us playing dumb with an example.,0.6239384412765503,0.6990386843681335,0.609981443096344,0.46763742064750236,0.23182179071370188,0.013956998180206348,0.2314012637206312,0.013956998180206348,0.2314012637206312
1_S10E01_474,1,Ridicule,Surprise,Is he? I never noticed.,0.5586065649986267,0.6315488815307617,0.5182670988555077,0.5225632267142915,0.11621164091641875,0.04033946614311901,0.10898565481647027,0.04033946614311901,0.10898565481647027
1_S10E02_372,0,Neutral,Neutral,Would you stop? We're just gonna be on the other side of campus.,0.7537206411361694,0.7259171605110168,0.5239755754258971,0.42197670705393553,0.3810020924692062,0.2297450657102723,0.3039404534570813,0.2297450657102723,0.3039404534570813
